fullVisitorId,productSKU,productName,quantity,totalValue,consecutiveWeeksCount,lastWeek
6760732402251466726,GGOEGHGR019499,Google Sunglasses,40,112000000,2,2016-09-14
6760732402251466726,GGOEGHPB071610,Google Twill Cap,20,175800000,2,2016-09-14
6766852274145624203,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,1,119000000,1,2017-03-27
6781934558737955524,GGOEGAAQ010416,Google Men's 100% Cotton Short Sleeve Hero Tee White,2,27180000,1,2016-11-11
6781934558737955524,GGOEGAEL031113,Google Men's Heavyweight Long Sleeve Hero Tee Navy,1,31990000,1,2016-11-11
6781934558737955524,GGOEGDWR015799,Red Shine 15 oz Mug,1,10390000,1,2016-11-11
6815234192194618942,GGOEGOCB017499,Leatherette Journal,12,105480000,1,2016-09-27
6819276672461300451,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2017-02-16
684586979835492905,GGOEGHGC019799,Google Sunglasses,20,56000000,1,2017-06-02
684586979835492905,GGOEGHGH019699,Google Sunglasses,25,70000000,1,2017-06-02
684586979835492905,GGOEGHGR019499,Google Sunglasses,20,56000000,1,2017-06-02
684586979835492905,GGOEGHGT019599,Google Sunglasses,25,70000000,1,2017-06-02
6851514197065603297,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2017-07-03
6902735691178647878,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,1,119000000,1,2016-12-17
7066946419396410808,GGOEGDWC020199,Engraved Ceramic Google Mug,20,143800000,1,2016-12-07
7066946419396410808,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,20,31800000,1,2016-12-07
7066946419396410808,GGOEGODR017799,Recycled Mouse Pad,20,24000000,1,2016-12-07
7100576777601570735,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,1,119000000,1,2016-12-17
7160254919852355006,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2016-11-11
7208578592223139179,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2016-12-20
7291346718031890073,GGOEGHGR019499,Google Sunglasses,1,2800000,1,2016-08-11
7311242886083854158,GGOEGBJR018199,Reusable Shopping Bag,10,35000000,1,2016-12-16
7311242886083854158,GGOEGBMJ013399,Sport Bag,5,24950000,1,2016-12-16
7311242886083854158,GGOEGOAR021899,Retractable Ballpoint Pen Red,25,31250000,1,2016-12-16
7314823991392094389,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,1,119000000,1,2016-11-27
7344519175727343086,GGOEGESC014099,Rocket Flashlight,1,4990000,1,2016-08-26
7344519175727343086,GGOEGEVR014999,Google Water Resistant Bluetooth Speaker,1,34990000,1,2016-08-23
7344519175727343086,GGOEGODR017799,Recycled Mouse Pad,1,1500000,1,2016-08-24
7344519175727343086,GGOEYAEB035613,YouTube Men's Vintage Tank,1,20990000,1,2016-08-24
7366648314975511623,GGOEADWQ015699,Android Rise 14 oz Mug,1,10390000,1,2017-06-29
7421721753745865848,GGOENEBQ084699,Nest® Learning Thermostat 3rd Gen-USA - White,1,149000000,1,2017-05-03
7462479021558534285,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2017-07-29
7463172420271311409,GGOEGOXQ016399,Badge Holder,20,39800000,1,2016-10-18
7535069229429628764,GGOEGOAQ020099,Four Color Retractable Pen,100,299000000,1,2017-04-13
7548511681521037018,GGOEGOAQ012899,Ballpoint LED Light Pen,25,62500000,1,2017-05-01
7561014297963838461,GGOEGAAB033813,Google Men's Vintage Badge Tee Black,1,18990000,1,2017-03-06
7561014297963838461,GGOEGEVB070499,Google Bluetooth Headphones,2,99980000,1,2017-03-06
7576412479791634134,GGOEGALP034315,Google Women's Vintage Hero Tee Lavender,1,13290000,1,2017-05-16
7576412479791634134,GGOEGOCL077699,Google Hard Cover Journal,1,14990000,1,2017-05-16
768918098209083254,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,1,119000000,1,2017-03-06
7740740695520900343,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2016-12-18
7794167707417359193,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2017-01-17
7813149961404844386,GGOEGAEC033114,Google Men's Long Sleeve Raglan Ocean Blue,1,24990000,1,2017-02-12
7813149961404844386,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,1,119000000,1,2017-01-24
7813149961404844386,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,4,596000000,3,2017-02-24
7857824418250768875,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,2,298000000,1,2017-01-23
7886608204422373637,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,2,298000000,1,2017-03-20
7933171750259720017,GGOEAAAB034815,Android BTTF Cosmos Graphic Tee,1,19990000,1,2017-07-03
7933171750259720017,GGOEGAAJ032815,Google Men's Skater Tee Charcoal,1,13990000,1,2017-07-03
7933171750259720017,GGOEGBRA037499,Waterproof Backpack,1,99990000,1,2017-07-03
7933171750259720017,GGOEGCBC016999,Google Pet Feeding Mat,2,9780000,1,2017-07-03
7933171750259720017,GGOEGHPB003410,Google Snapback Hat Black,1,22990000,1,2017-07-03
7952020509901126390,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,1,119000000,1,2017-01-07
7970701992007145468,GGOEGFYQ016599,Foam Can and Bottle Cooler,100,159000000,1,2016-09-09
803888563485194008,GGOEGAEJ028016,Google Women's Short Sleeve Hero Tee Grey,2,27180000,1,2016-09-26
804688559095985023,GGOEGOAQ012899,Ballpoint LED Light Pen,40,80000000,1,2017-07-24
804688559095985023,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,40,159600000,1,2017-07-24
8148758607016079689,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,1,119000000,1,2017-03-17
8159351815847132530,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,2,238000000,1,2017-04-16
8161100061009926332,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,1,119000000,1,2017-01-25
8197879643797712877,GGOEADHH015499,Android 24 oz Contigo Bottle,1,16790000,1,2017-05-20
8197879643797712877,GGOEGBRJ037399,Google Rucksack,1,69990000,1,2017-05-20
8197879643797712877,GGOEGDHC018299,Google 22 oz Water Bottle,10,29900000,1,2017-05-20
8197879643797712877,GGOEGDHR018499,Google 22 oz Water Bottle,10,29900000,1,2017-05-20
8197879643797712877,GGOEGGOA017399,Maze Pen,50,49500000,1,2016-11-10
8216610377778696054,GGOEGAWN062748,Google Infant Zip Hood Pink,1,30390000,1,2016-08-15
8216610377778696054,GGOEGAWQ062948,Google Baby Essentials Set,1,27190000,1,2016-08-15
8238452809938875713,GGOENEBQ079099,Nest® Protect Smoke + CO White Battery Alarm-USA,1,79000000,1,2016-11-12
8258339645709529752,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,2,238000000,1,2017-07-05
8360984746454541590,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,2,238000000,1,2017-04-27
8392868908637772371,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,1,79000000,1,2017-01-06
8422139617052239991,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2016-11-30
8441639142548296911,GGOEGFYQ016599,Foam Can and Bottle Cooler,150,238500000,1,2016-10-10
8441922063077344895,GGOENEBB081499,Nest® Cam Indoor Security Camera - CA,1,149000000,1,2016-12-20
8482358096465271237,GGOEAKDH019899,Windup Android,1,3190000,1,2017-05-04
8482358096465271237,GGOEGEVA022399,Micro Wireless Earbud,1,31990000,1,2017-05-04
8482358096465271237,GGOEGEVR014999,Google Water Resistant Bluetooth Speaker,1,27990000,1,2017-05-04
8482358096465271237,GGOEGOBC078699,Google Luggage Tag,1,7190000,1,2017-05-04
8507196799437222866,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2016-12-22
8556696532508583697,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,1,119000000,1,2017-02-15
8668122113865135472,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,2,298000000,1,2017-06-25
8689165484936099006,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2017-01-11
8704055191873808093,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,5,14950000,1,2017-05-26
8704055191873808093,GGOEYFKQ020699,YouTube Custom Decals,5,9950000,1,2017-05-26
8830964532451259220,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,1,119000000,1,2017-01-27
8851822767477687842,GGOEGEVR014999,Google Water Resistant Bluetooth Speaker,6,167940000,1,2016-09-07
8851822767477687842,GGOEGFSR022099,Google Kick Ball,6,9540000,1,2016-09-07
8890384353656042946,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2017-07-12
8911539222137015083,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2017-01-03
8918875846126233398,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,1,119000000,1,2017-01-21
8925835217447911803,GGOEGOAB021699,Google Ballpoint Pen Black,30,47700000,1,2016-09-22
8943414315700911767,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,1,119000000,1,2016-12-05
8993786230845085299,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,1,119000000,1,2017-02-24
9025839087701703468,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,1,119000000,1,2017-04-27
9029794295932939024,GGOEGBRB073899,Google Laptop Tech Backpack,5,239950000,1,2016-11-23
9029794295932939024,GGOEGOAB021699,Google Ballpoint Pen Black,40,79600000,1,2017-03-22
9029794295932939024,GGOEGOAC021799,Ballpoint Pen Blue,50,49500000,1,2016-11-23
9068110718307750174,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2016-11-08
9077649148974613765,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2017-02-15
9094579446628352916,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,1,119000000,1,2016-12-15
9094579446628352916,GGOENEBQ079099,Nest® Protect Smoke + CO White Battery Alarm-USA,2,158000000,1,2016-12-15
9094579446628352916,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,1,79000000,1,2016-12-15
9102576971689200529,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,4,316000000,1,2017-05-20
910504852442385120,GGOEADHH055999,22 oz Android Bottle,10,23900000,1,2016-10-24
910504852442385120,GGOEAKDH019899,Windup Android,10,31900000,1,2016-10-24
910504852442385120,GGOEAOCH014199,Android Journal Book Set,10,71900000,1,2016-10-24
9114466664003391502,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2016-11-28
9253891173940036104,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,1,119000000,1,2017-06-12
9263433725589070912,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,1,79000000,1,2016-12-25
9305766004990797685,GGOEGOAB016099,Leather and Metal Ballpoint Pen,20,201400000,1,2017-04-18
9372618001980854712,GGOEGHGC019799,Google Sunglasses,10,35000000,1,2017-03-28
9377429831454005466,GGOEADHH055999,22 oz Android Bottle,5,14950000,1,2016-09-06
9377429831454005466,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,2,5980000,1,2016-09-06
9377429831454005466,GGOEGBMJ013399,Sport Bag,12,59880000,1,2016-09-06
9377429831454005466,GGOEGDHC018299,Google 22 oz Water Bottle,5,14950000,1,2016-09-06
9377429831454005466,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,3,5970000,1,2016-09-06
9377429831454005466,GGOEGGOA017399,Maze Pen,7,6930000,1,2016-09-06
9377429831454005466,GGOEGHGC019799,Google Sunglasses,23,80500000,2,2016-09-15
9377429831454005466,GGOEGHGH019699,Google Sunglasses,25,87500000,2,2016-09-15
9377429831454005466,GGOEGHGR019499,Google Sunglasses,23,80500000,2,2016-09-15
9377429831454005466,GGOEGOFH020299,Galaxy Screen Cleaning Cloth,5,9950000,1,2016-09-06
9425423426129172433,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,2,238000000,1,2016-12-02
9425423426129172433,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,1,119000000,1,2016-12-02
9441363074622315795,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,1,119000000,1,2016-11-29
9444840339795785957,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2016-11-29
9444840339795785957,GGOENEBQ079099,Nest® Protect Smoke + CO White Battery Alarm-USA,1,79000000,1,2016-11-29
9519453598438934808,GGOEGAFB035815,Google Men's  Zip Hoodie,1,44790000,1,2017-01-31
9531727821358779487,GGOEGOAR013099,Google Stylus Pen w/ LED Light,7,30800000,1,2016-11-28
9607694910197531314,GGOEGBJB022599,Large Zipper Top Tote Bag,1,27990000,1,2017-06-20
9634718394347160889,GGOEGEVJ023999,Aria Bluetooth Speaker,1,79990000,1,2016-08-14
9681060687378784629,GGOEAFKQ020499,8 pc Android Sticker Sheet,4,7960000,1,2017-07-28
9681060687378784629,GGOEGBJC014399,Google Tote Bag,4,39960000,1,2017-07-28
9681060687378784629,GGOEGBJC019999,Collapsible Shopping Bag,1,4990000,1,2017-07-28
9681060687378784629,GGOEGBMJ013399,Sport Bag,1,4990000,1,2017-07-28
9681060687378784629,GGOEGFSR022099,Google Kick Ball,6,11940000,1,2017-07-28
9681060687378784629,GGOEGOCR017899,Recycled Paper Journal Set,120,478800000,1,2017-07-28
9681060687378784629,GGOEGPJC019099,7&quot; Dog Frisbee,6,9000000,1,2017-07-28
9699039995206759223,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2016-12-14
9708156631986960389,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,2,238000000,1,2017-02-26
971602213220780861,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,1,119000000,1,2017-03-24
971602213220780861,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,1,119000000,1,2017-03-24
9725913237923665374,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,2,238000000,1,2016-12-19
9725913237923665374,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,1,149000000,1,2016-12-19
9725913237923665374,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,2,238000000,1,2016-12-19
9771437221362506189,GGOEGCBQ016499,SPF-15 Slim & Slender Lip Balm,3,7500000,1,2016-10-18
9771437221362506189,GGOEGOAR013099,Google Stylus Pen w/ LED Light,5,27500000,1,2016-10-18
9807072102349488174,GGOEGAAB010514,Google Men's 100% Cotton Short Sleeve Hero Tee Black,1,13590000,1,2016-08-29
9807072102349488174,GGOEGAAB010515,Google Men's 100% Cotton Short Sleeve Hero Tee Black,7,95130000,2,2016-09-06
9807072102349488174,GGOEGAAB010516,Google Men's 100% Cotton Short Sleeve Hero Tee Black,9,122310000,2,2016-09-06
9935363478089463685,GGOEGAEA030414,Google Womens 3/4 Sleeve Baseball Raglan Heather/Black,2,31980000,1,2016-12-13
9952616174324085427,GGOEGAAB010515,Google Men's 100% Cotton Short Sleeve Hero Tee Black,55,747450000,2,2016-11-04
9952616174324085427,GGOEGAAB010516,Google Men's 100% Cotton Short Sleeve Hero Tee Black,10,135900000,1,2016-11-04
